"ID","_PetName","PetLevel","OptionType","OptionValue"
"1001","D:CC BlackCat","1","IncreaseBlockPerHourglass","2"
"1001","D:CC BlackCat","2","IncreaseBlockPerHourglass","2.04"
"1001","D:CC BlackCat","3","IncreaseBlockPerHourglass","2.08"
"1001","D:CC BlackCat","4","IncreaseBlockPerHourglass","2.12"
"1001","D:CC BlackCat","5","IncreaseBlockPerHourglass","2.16"
"1001","D:CC BlackCat","6","IncreaseBlockPerHourglass","2.2"
"1001","D:CC BlackCat","7","IncreaseBlockPerHourglass","2.24"
"1001","D:CC BlackCat","8","IncreaseBlockPerHourglass","2.28"
"1001","D:CC BlackCat","9","IncreaseBlockPerHourglass","2.32"
"1001","D:CC BlackCat","10","IncreaseBlockPerHourglass","2.36"
"1001","D:CC BlackCat","11","IncreaseBlockPerHourglass","2.4"
"1001","D:CC BlackCat","12","IncreaseBlockPerHourglass","2.44"
"1001","D:CC BlackCat","13","IncreaseBlockPerHourglass","2.48"
"1001","D:CC BlackCat","14","IncreaseBlockPerHourglass","2.52"
"1001","D:CC BlackCat","15","IncreaseBlockPerHourglass","2.56"
"1001","D:CC BlackCat","16","IncreaseBlockPerHourglass","2.6"
"1001","D:CC BlackCat","17","IncreaseBlockPerHourglass","2.64"
"1001","D:CC BlackCat","18","IncreaseBlockPerHourglass","2.68"
"1001","D:CC BlackCat","19","IncreaseBlockPerHourglass","2.72"
"1001","D:CC BlackCat","20","IncreaseBlockPerHourglass","2.76"
"1001","D:CC BlackCat","21","IncreaseBlockPerHourglass","2.8"
"1001","D:CC BlackCat","22","IncreaseBlockPerHourglass","2.84"
"1001","D:CC BlackCat","23","IncreaseBlockPerHourglass","2.88"
"1001","D:CC BlackCat","24","IncreaseBlockPerHourglass","2.92"
"1001","D:CC BlackCat","25","IncreaseBlockPerHourglass","2.96"
"1001","D:CC BlackCat","26","IncreaseBlockPerHourglass","3"
"1001","D:CC BlackCat","27","IncreaseBlockPerHourglass","3.04"
"1001","D:CC BlackCat","28","IncreaseBlockPerHourglass","3.08"
"1001","D:CC BlackCat","29","IncreaseBlockPerHourglass","3.12"
"1001","D:CC BlackCat","30","IncreaseBlockPerHourglass","3.16"
"1001","D:CC BlackCat","31","IncreaseBlockPerHourglass","3.2"
"1001","D:CC BlackCat","32","IncreaseBlockPerHourglass","3.24"
"1001","D:CC BlackCat","33","IncreaseBlockPerHourglass","3.28"
"1001","D:CC BlackCat","34","IncreaseBlockPerHourglass","3.32"
"1001","D:CC BlackCat","35","IncreaseBlockPerHourglass","3.36"
"1001","D:CC BlackCat","36","IncreaseBlockPerHourglass","3.4"
"1001","D:CC BlackCat","37","IncreaseBlockPerHourglass","3.44"
"1001","D:CC BlackCat","38","IncreaseBlockPerHourglass","3.48"
"1001","D:CC BlackCat","39","IncreaseBlockPerHourglass","3.52"
"1001","D:CC BlackCat","40","IncreaseBlockPerHourglass","3.56"
"1001","D:CC BlackCat","41","IncreaseBlockPerHourglass","3.6"
"1001","D:CC BlackCat","42","IncreaseBlockPerHourglass","3.64"
"1001","D:CC BlackCat","43","IncreaseBlockPerHourglass","3.68"
"1001","D:CC BlackCat","44","IncreaseBlockPerHourglass","3.72"
"1001","D:CC BlackCat","45","IncreaseBlockPerHourglass","3.76"
"1001","D:CC BlackCat","46","IncreaseBlockPerHourglass","3.8"
"1001","D:CC BlackCat","47","IncreaseBlockPerHourglass","3.84"
"1001","D:CC BlackCat","48","IncreaseBlockPerHourglass","3.88"
"1001","D:CC BlackCat","49","IncreaseBlockPerHourglass","3.92"
"1001","D:CC BlackCat","50","IncreaseBlockPerHourglass","3.95999999999999"
"1001","D:CC BlackCat","51","IncreaseBlockPerHourglass","3.99999999999999"
"1001","D:CC BlackCat","52","IncreaseBlockPerHourglass","4.04"
"1001","D:CC BlackCat","53","IncreaseBlockPerHourglass","4.08"
"1001","D:CC BlackCat","54","IncreaseBlockPerHourglass","4.11999999999999"
"1001","D:CC BlackCat","55","IncreaseBlockPerHourglass","4.16"
"1001","D:CC BlackCat","56","IncreaseBlockPerHourglass","4.19999999999999"
"1001","D:CC BlackCat","57","IncreaseBlockPerHourglass","4.23999999999999"
"1001","D:CC BlackCat","58","IncreaseBlockPerHourglass","4.27999999999999"
"1001","D:CC BlackCat","59","IncreaseBlockPerHourglass","4.31999999999999"
"1001","D:CC BlackCat","60","IncreaseBlockPerHourglass","4.35999999999999"
"1001","D:CC BlackCat","61","IncreaseBlockPerHourglass","4.39999999999999"
"1001","D:CC BlackCat","62","IncreaseBlockPerHourglass","4.43999999999999"
"1001","D:CC BlackCat","63","IncreaseBlockPerHourglass","4.47999999999999"
"1001","D:CC BlackCat","64","IncreaseBlockPerHourglass","4.51999999999999"
